"","Score","Tweet","Continent"
"7828",0,"Samsung Galaxy S4 Ill have this soon httptcos2dnWOd2hg","Asia"
"7829",1,"Heading to the Capitol to test out the Galaxy S4 Zoom SamsungMobile sent me httptcoY3LeZYEnPK","Europe"
"7830",1,"I just joined StarHubCommunity JackpotBonanza Take part today you can stand to win a Samsung GALAXY S4 httptcoyfyFe76uJl","Australia"
"7831",4,"Bought a galaxy s4 for 50 sold it for 300 Easiest money Ive made in my entire life","Asia"
"7832",0,"Join StarHubCommunity JackpotBonanza today and stand to win a Samsung GALAXY S4 and other attractive prizes httptcoyfyFe76uJl","Asia"
"7833",1,"Leak claims Samsung Galaxy S4 Note 3 to receive Android 44 KitKat in January httptcoU1XQnpN9B6","Europe"
"7834",1,"Want the best value deal on Orange Samsung Galaxy S4 Mini Take a look httptcoJzluS0sRuB","Europe"
"7835",1,"Leak claims Samsung Galaxy S4 Note 3 to receive Android 44 KitKat in January httptcoK3VIYO15kD","Asia"
"7836",0,"SGS4 MHL adapter the euphoria of Gun Bros on the big screen httptcoTffnhQfVCV","Europe"
"7837",1,"Battlefield is commander mode going to be released for smart phones Exp IPhone samsung galaxy s4 and HTC One","Europe"
"7838",-1,"Galaxy S3 mini along with Galaxy S4 mini on sale through Verizon now","Europe"
"7839",1,"Leak claims Samsung Galaxy S4 Note 3 to receive Android 44 KitKat in January httptcogk53x4a3uu","Australia"
"7840",1,"SGS4 desktop charging station perfect for bedside tables and work desks httptcomhsXnCMhQY","Europe"
"7841",1,"Leak claims Samsung Galaxy S4 Note 3 to receive Android 44 KitKat in January httptcooARmzZ7kzs","Asia"
"7842",0,"Verizons Black Friday deals let you have HTC One or Galaxy S4 for just 100","Australia"
"7843",1,"bouta buy me an iPhone Im so over this Galaxy S4 oms","Australia"
"7844",2,"Samsung Galaxy S4 Note 3 to get Android 44 updates in January GS3 and Note 2 by April httptco7ljxuNZakk","Asia"
"7845",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcoaHsUOuDTGc","Europe"
"7846",0,"N1troz much much better than the Galaxy S4","Australia"
"7847",1,"Galaxy S4 MHL adapter the euphoria of your photo gallery on the big screen httptcocprXtkXnYD","Europe"
"7848",2,"itsRaysongz Im just sayin I dont ever tweet for RTs none of them were bogus or repetitive and nah Galaxy S4","Australia"
"7849",1,"couple case samsung galaxy s4 iphone 5c Mr mustache Mrs mustache love cool 22november2013 httptco6SnliubBQD","Australia"
"7850",0,"Youll find great PayMonthly deals here Samsung Galaxy S4 from 29 PM Mega deal httptcoJzluS0sRuB","Europe"
"7851",1,"Debrina Widyastuti Awen Lim Maggie Ng nice cover protector for S4 with custom combination httptcobMMfQKdm7v","Europe"
"7852",2,"But until then I might get the Galaxy s4 or Galaxy note 3 for xmas ","Asia"
"7853",2,"Whats Different On This s4 Update Cause I Dont See It Galaxy","Asia"
"7854",1,"Leak claims Samsung Galaxy S4 Note 3 to receive Android 44 KitKat in January As Android 4 httptco0QLXJDNnmp httptcoafuawRXcjB","Australia"
"7855",1,"Pwn2Own 2013 Contest Samsung Galaxy S4 and iPhone 5 0day exploits httptcobeTSsFarsj","Asia"
"7856",1,"Samsung Galaxy S4 and Note 3 to get KitKat in January httptcoX225Cqdgge news httptcowqjKx3li9S","Asia"
"7857",1,"of a marketing campaign to promote its new flagship Galaxy S4 phone in Taiwan and attack products from rivals","Australia"
"7858",1,"Leak claims Samsung Galaxy S4 Note 3 to receive Android 44 KitKat in January httptcoQG5dwpIv4J","Australia"
"7859",2,"SamsungMobileUK ThreeUK Android my galaxy s4 battery is lasting a fraction what it used to Was there a software update or something","Australia"
"7860",1,"Samsung Galaxy SIV desktop cradle perfect for bedside tables and office desks httptcoh7G18pg8HT","Asia"
"7861",0,"Galaxy Gear Smart Remote app allows TV control through IR sensor on Galaxy Note 3S4 SamMobile httptcoFCRIeFvlWU","Asia"
"7862",1,"Galaxy S4 Note 3 Android 44 update schedule leaked httptcoQQwKeBaO2G via AppyGeek","Asia"
"7863",0,"What does your phone say about you Want Samsung Galaxy S4 DoItNow httptcoJzluS0sRuB","Asia"
"7864",1,"Samsung Galaxy SIV desktop cradle perfect for nigtstands and work desks httptcowAif0QRvCR","Europe"
"7865",1,"Pwn2Own 2013 Contest Samsung Galaxy S4 and iPhone 5 0day exploitshttptcoZdA38ZyK6Ysecurity mobile hacking Samsung zeroday","Europe"
"7866",-2,"So Samsung has a galaxy s4 note 3 spif at this store and these salesmen are stressed to the Max trying to convert people over","Europe"
"7867",-1,"samsung galaxy s4 sprint bad esn 19999 0 Bids End Date Monday Nov252013 73235 PST httptcoWpNdErcbuG","Asia"
"7868",1,"Leak claims Samsung Galaxy S4 Note 3 to receive Android 44 KitKat in January httptco2KaeEmism2","Australia"
"7869",1,"Otterbox Defender case for Galaxy SIV httptcohuAvYsBn2b","Europe"
"7870",1,"One stop shop for FREE phones on pay monthly Samsung Galaxy S4 Mini Unmissable offer httptcoJzluS0sRuB","Australia"
"7871",1,"Leak claims Samsung Galaxy S4 Note 3 to receive Android 44 KitKat in January httptcogswRDMObWd","Asia"
"7872",2,"The Galaxy S4 outperforms HTC One even when it cant cheat httptcoRdcAKJehwa","Europe"
"7873",0,"now I can enjoy my life everyday with Samsung Galaxy S4 from enjoyGLOBE Plan ","Australia"
"7874",0,"Looking for a brand new mobile What about Samsung Galaxy S4 Mini Apply now httptcoJzluS0sRuB","Europe"
"7875",-2,"what are all these twitpics about the samsung galaxy s4 about ","Asia"
"7876",2,"Leak claims Samsung Galaxy S4 Note 3 to receive Android 44 KitKat in January A leaked update sche httptcoaI4Q2c5XdY MobiApps","Asia"
"7877",0,"Discover fantastic FREE phone offers want Samsung Galaxy S4 from 29 PM Apply now httptcoJzluS0sRuB","Australia"
"7878",1,"Waiting for samsung galaxy s4 and iphone 5s D","Europe"
"7879",2,"Leak claims Samsung Galaxy S4 Note 3 to receive Android44KitKat in January A leaked update schedule claims httptcoJJ2dHjN43j","Asia"
"7880",1,"Samsung Galaxy Note 3 and Galaxy S4 getting Android KitKat 44 update next year httptcopCqhyG6WBi","Australia"
"7881",2,"My new galaxy s4 covercant wait to get it beardown httptco2xrIHr5f2V","Australia"
"7882",0,"Samsung Galaxy S4 MHL converter the euphoria of Angry Birds on the HDTV httptcoq2drbgaUJn","Europe"
"7883",0,"samsung galaxy s4 or sony Experia z1 NigeriaBroadcastersNite","Asia"
"7884",0,"Galaxy S4 on decklet the blessing keep coming","Australia"
"7885",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcomR4ojNI4FY","Europe"
"7886",1,"Leak claims Samsung Galaxy S4 Note 3 to receive Android 44 KitKat in January httptcoFF3MnzZPGK","Asia"
"7887",2,"Leak claims Samsung Galaxy S4 Note 3 to receive Android 44 KitKat in January A leaked update schedule httptcoITWftLkDmP android","Europe"
"7888",1,"Android Leak claims Samsung Galaxy S4 Note 3 to receive Android 44 KitKat in January httptcoVz60yMh54O","Europe"
"7889",2,"The Galaxy S4 outperforms HTC One even when it cant cheat IT Rumors httptcodY4itQVrn3","Asia"
"7890",2,"The Galaxy S4 outperforms HTC One even when it cant cheat IT Rumors httptcoARysZeFsWr","Asia"
"7891",1,"Leak claims Samsung Galaxy S4 Note 3 to receive Android 44 KitKat in January As Android 44 s httptcoq9QnyrPCax AndriodNews","Asia"
"7892",1,"Leak claims Samsung Galaxy S4 Note 3 to receive Android 44 KitKat in January As Android 44 starts to arri httptcoaT9QT6Y6lE","Europe"
"7893",2,"Getting The Galaxy S4 I Deserve It","Australia"
"7894",1,"Leak claims Samsung Galaxy S4 Note 3 to receive Android 44 KitKat in January httptcoHLzeN9Rqmx","Asia"
"7895",1,"Galaxy S4 and Note 3 to get Android 44 in January S III and Note II before April 2014 SamMobile httptcor9snNxG0jo","Europe"
"7896",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a android androidgames games httptco5VT1BFGKw9","Asia"
"7897",1,"Im in really good company with my new samsung galaxy s4 kinghenry marryme HLundqvist30 httptcoyci5viWnMT","Europe"
"7898",1,"Today marks the day I go BACK to iPhone after a 2 month stint with the Galaxy S4 Its just not the same","Asia"
"7899",1,"Galaxy S4 and Note 3 to get Android 44 in January S III and Note II before April 2014 SamMobile httptcoRnJ7WEC22l","Asia"
"7900",1,"Samsung Galaxy S4 MHL adapter the bliss of your photo gallery on the HDTV httptcokNt9lXoD3n","Europe"
"7901",1,"Samsung Galaxy SIV desktop charger perfect for nigtstands and office desks httptco7HtSrIfJN9","Asia"
"7902",0,"What So how about s3 mini SamMobiles Galaxy S4 and Note 3 to get Android 44 in January S III and Note II before April 2014 ","Asia"
"7903",1,"Android 44 KitKat update coming to SamsungMobile Galaxy S4 and Note 3 in January 2014httptcoSY60OOt2p4","Asia"
"7904",0,"How to take a screenshot on the Samsung Galaxy s4 httptconK3jE2VfEj","Asia"
"7905",3,"SamsungSupport my Galaxy S4 camera lens shattered How can I replace that It looks like its just a little piece of glass with adhesive","Asia"
"7906",2,"The Galaxy S4 outperforms HTC One even when it cant cheat httptcoCJiUQOMNEj Via httptcoPxl3pyJjjE","Asia"
"7907",1,"Galaxy S4 Note 3 Android 44 update schedule leaked httptcoyJDmSi9Ghs","Asia"
"7908",1,"iPhone 5s or Galaxy S4 That is The True Question","Europe"
"7909",0,"My new phone caseI could die galaxy s4 active httptcooRUBOZhvBA","Asia"
"7910",2,"Android 44 update for Galaxy Note 3 and S4 to arrive in January httptcovo4dj9sVEA","Australia"
"7911",1,"Extended battery upgrade with cover for Galaxy S4 httptconAuaXQMT5D","Europe"
"7912",2,"accolasworld i am using galaxy S4 But there is new one jz release samsung galaxy note 3 buy tat ","Europe"
"7913",1," Mesmerizing Monroe Case for Galaxy S4 GetTrystified monroe glam beauty fashion bahrain httptco17zjbmdetg","Australia"
"7914",2,"Samsung Galaxy S4 Note 3 to get Android 44 updates in January GS3 and Note 2 by April httptcoTbdoZWJaNW","Asia"
"7915",3,"Who got a ATT galaxy s4 for sell or Trynna trade for my iPhone 4S real shit","Asia"
"7916",0,"I almost dropped my Galaxy S4 UGH","Australia"
"7917",2,"Phone usability wise the S4 not only BEATS but bitchsmacks the 5S The same could be said of the iPad vs the Galaxy Tablet viceversa","Europe"
"7918",1,"ESPNColin I thought you were into technology iPhone Is this 2007 Evolve Android time Colin Galaxy S4 bud Youll thank me later","Asia"
"7919",2,"Samsung Galaxy S4 Note 3 to get Android 44 updates in January GS3 and Note 2 by April httptco0I3FxPMEXX","Asia"
"7920",1,"so yeah my dad officially has a samsung galaxy s4","Europe"
"7921",1," httptcoATlOWDQxvX 100 Catching Fire You are here Home Entertainment Movies The Hunger Games Catching Fire samsung galaxy s4","Australia"
"7922",1,"Brand new Galaxy S4 for sale or trade","Australia"
"7923",0,"Galaxy S4 ","Europe"
"7924",0,"ARIA PINK ZEBRA HYBRID IMPACT COMBO HARD RUBBER CASE For Samsung Galaxy S4 S IV i9500FILMSTYLUS Amazon httptcoudDMicZhxz","Asia"
"7925",0,"7OH6 I say Galaxy S4 or the note Way better than iphone","Asia"
"7926",1,"Galaxy S4 desktop cradle perfect for bedside tables and work desks httptco27xR29fSIF","Europe"
"7927",1," Galaxy S4 and Note 3 to get Android 44 in January S III and Note II before April 2014 SamMobile httptco07Sqlv1n02","Australia"
"7928",0,"SGS4 leather flip cover orange httptcoMaDwf5hJKd","Australia"
"7929",1,"Galaxy S4 and Note 3 to get Android 44 in January S III and Note II before April 2014 SamMobile httptcohTwq13FjUJ YEAH RIGHT","Asia"
"7930",0,"TheOriginaIs why not the samsung galaxy s4 ","Asia"
"7931",1,"11 days till I get my Galaxy S4 Comon already","Asia"
"7932",0,"Superb mobile deals are just a click away Samsung Galaxy S4 Competitive deals httptcoJzluS0sRuB","Asia"
"7933",1,"back on that phone game oh how I missed you galaxy s4","Asia"
"7934",0,"Otterbox Commuter hard case for SGS4 httptcomdahWsbcbc","Australia"
"7935",0,"Getting the galaxy s4 soon","Europe"
"7936",1,"Galaxy S4 MHL adapter the euphoria of your photo gallery on the HDTV httptcoALUrBFDC5h","Asia"
"7937",1,"Hey guys I dont think I will stream today because I just got my new Samsung Galaxy S4 mini and I want to install some apps","Australia"
"7938",0,"Should i buy Iphone 4 or galaxy s4 mtvstars One Direction","Asia"
"7939",1,"Galaxy S4 Note 3 Android 44 update schedule leaked httptco8stw77yKcM httptcoViBO5SH4Yq","Europe"
"7940",6,"Just got my new android 43 update on my s4 so now im looking for dat all black galaxy gear watchanybody got it for sale fwm","Australia"
"7941",0,"mobeam And should I try OmniBeam or BeepnGo in US SamsungMobileUS Galaxy S4 on VerizonWireless ","Europe"
"7942",2,"Black Samsung Galaxy S4 Sells for Just 5999 on Amazon httptcoK6mFicGhZN","Australia"
"7943",1,"SamMobiles Galaxy S4 and Note 3 to get Android 44 in January S III and Note II before April 2014 SamMobile httptcoHItOiu7WNu","Australia"
"7944",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptco7GpE9rHpTN","Europe"
"7945",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcoa5LxWQgQ0G","Europe"
"7946",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcoJWjUBHrxPi","Australia"
"7947",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptco19JC4M5vV4","Asia"
"7948",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcoFPH0BZhtC9","Australia"
"7949",5,"Walmart I just tested on my Galaxy S4 as well and the same behavior displays on the mobile site Shows 2 software can only add 1","Australia"
"7950",2,"Samsung Galaxy S4 Note 3 to get Android 44 updates in January GS3 and Note 2 by April httptcoT76V4gEWaw","Asia"
"7951",1,"Now I use Google hangouts for sms because I can send emoticons with people who use iOS iMessage from my Galaxy S4 Easily pleased","Australia"
"7952",-1,"hamxaxiddiqui I dont know man debating between the iPhone 5s or the galaxy s4","Asia"
"7953",1,"Galaxy S4 Note 3 Android 44 update schedule leaked httptcovTysvbVmvS","Australia"
"7954",3,"SamsungMobileSA Got my Galaxy S4 battery replaced for free no hassle 5min done and dusted Support like no other thx guys knoxRocks ","Australia"
"7955",2,"Android 44 KitKat update for Nexus 4 7 10 rolls out no word on Samsung Galaxy S4 S3 Note 2 3 update httptcoqRugahEYFq","Europe"
"7956",1,"Front Screen Glass Lens Replace for Samsung Galaxy S4 Mini i9190 i9195 Dark Blue 452","Asia"
"7957",3,"FREE phones Best tariffs All networks Galaxy S4 White Frost Save now httptcoJzluS0sRuB","Europe"
"7958",5,"Android 44 will be released for Galaxy S4 Note 3 on Jan 2014 The Galaxy S3 Note 2 will get it on MarchApril 2014 DennysOrtega6","Australia"
"7959",1,"Galaxy S4 and Note 3 to get Android 44 in January S III and Note II before April 2014 SamMobile httptconTAGCuZQFu","Asia"
"7960",2,"I dont remember my galaxy s4 being this beautiful lol God I missed it","Australia"
"7961",1,"Anybody know where I can get my galaxy s4 screen fixed","Asia"
"7962",1,"Extended battery upgrade with cover for Samsung Galaxy S4 smartphone httptcoHnoR2njxrB","Australia"
"7963",1,"so every other Galaxy s4 is going to get the update except TMobile um cool","Asia"
"7964",2,"If your have a galaxy S4 get that chat on shitits the best","Australia"
"7965",1," GalaxyS4 and Note3 to get Android44 in January SIII and NoteII before April 2014 httptcoQ9FjmuW8TF so much wait modibimal","Europe"
"7966",2,"Get 100 Euro Cash Back SD Card Flip Cover on the Samsung Galaxy S4 Zoom at Global Sat httptcoqyyUuHfvbY","Asia"
"7967",2,"Top Auction Samsung Galaxy S4 White Frost 16GB ATT can be unlocked 38000 0 BidsEnd Date More httptcorAtjapZCqF","Asia"
"7968",1,"Liking this new update on my galaxy s4","Asia"
"7969",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcoC4TDZ7Vws6","Australia"
"7970",1,"HAPPYMORI Cover Case for iPhone 5S54S4 Galaxy S4S3 Note2Note Little Ghost 2992 End Date Friday httptcoPkf1puO2qb","Australia"
"7971",1,"I like this galaxy s4 forreal ion think im goin bac to iphone","Asia"
"7972",1,"Galaxy S4 Note 3 Android 44 update schedule leaked While many Android devices are yet to re httptcoVu9T73ejKr teamfollowback","Europe"
"7973",0,"Red and White Striped Samsung Galaxy S4 CaseProduct Details httptcoOZ3Aqsz5Du","Australia"
"7974",1,"Galaxy S4 Note 3 Android 44 update schedule leaked While many Android devices are yet to receive Android 4 httptcopcJ206ZL2N","Australia"
"7975",1,"Galaxy S4 Note 3 Android 44 update schedule leaked While many Android devices are yet to receive Android 4 httptcooBDgEz2tqs","Australia"
"7976",1,"We got the Mega in today 63 in screencompared to the 5 on the S4 itshuge galaxy mega httptco7ODOO9ddhe","Europe"
"7977",3,"Cant wait to get my samsung galaxy s4 this iphone is doing my nut in","Asia"
"7978",0,"Galaxy SIV leather flip cover blue httptcoMHonMzsRaN","Europe"
"7979",1,"Samsung Galaxy S4 desktop cradle perfect for bedside tables and office desks httptcoHNezf0pU4x","Asia"
"7980",3,"10CM 3 IN 1 USB TO MICRO USB CABLE FOR IPHONE 5 5g 5th 4S 4 HTC GALAXY S4 n7000 350 End Date Friday httptcoLFmfhTSHf1","Europe"
"7981",0,"droid postsmedia Reminder Last Chance To Enter Our Bbm4all Video httptcolBPDG7m8Hs marketing httptcoTnv1hs8P38","Asia"
"7982",0,"Want a great mobile offer on Vodafone Samsung Galaxy S4 Shop now httptcoJzluS0sRuB","Australia"
"7983",2,"Samsung Galaxy S4 Note 3 to get Android 44 updates in January GS3 and Note 2 by April httptcok2zV8fxsV6","Asia"
"7984",2,"Samsung Galaxy S4 Note 3 to get Android 44 updates in January GS3 and Note 2 by April httptcozvyZjD52cV","Asia"
"7985",0,"Is the galaxy s4 keyboard small or are my fingers fat","Australia"
"7986",2,"Samsung Galaxy S4 Note 3 to get Android 44 updates in January GS3 and Note 2 by April httptcoLR6Gt01znP","Europe"
"7987",2,"Samsung Galaxy S4 Note 3 to get Android 44 updates in January GS3 and Note 2 by April httptcolpn04vtKq0","Asia"
"7988",1,"This Is Great Dragon Ball Z Samsung Galaxy S4 case httptcotqJ0x4a1tg","Asia"
"7989",1,"Galaxy S4 and Note 3 to get Android 44 in January S III and Note II before April 2014 SamMobile httptcoGUaXWLsFYQ","Australia"
"7990",2,"Samsung Galaxy S4 Note 3 to get Android 44 updates in January GS3 and Note 2 by April httptcov1xiF1beSi","Australia"
"7991",1,"SFRSAV A quand la mise a jour 433 du galaxy s4","Europe"
"7992",1,"Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Toronto httptcoeAiPEMye5b","Asia"
"7993",2,"Thank you thank you MT jairajp Samsung Galaxy S4 get KitKat in Jan httptcobA4ZlX40qp S3 Note 2 in March Wow httptcotYhYS0uuqi","Europe"
"7994",1,"Android Reminder Last chance to enter our BBM4ALL VIdeo Contest for a chance to win a Galaxy S4 or a trip to Tor httptco2CyDmIrT0r","Europe"
"7995",0,"Samsung Galaxy S4 International UNLOCKED 16GBBlack FLIP Leather smart wake httptco7PcAEToCnp unlockedsmartphone","Asia"
"7996",2,"AuniiisBeauty Is the iPhone 5s worth getting Im kinda over my 5 Sighgalaxy s4 that camera on it way better","Europe"
"7997",2,"Samsung Galaxy S4 Note 3 to get Android 44 updates in January GS3 and Note 2 by April httptcoA1IqpyMIGK","Australia"
"7998",2,"Samsung Galaxy S4 Note 3 to get Android 44 updates in January GS3 and Note 2 by April httptcos1tjY3eN5f","Asia"
"7999",2,"Samsung Galaxy S4 Note 3 to get Android 44 updates in January GS3 and Note 2 by April httptcoEAjNt1pbk8","Asia"
"8000",2,"Samsung Galaxy S4 Note 3 to get Android 44 updates in January GS3 and Note 2 by April httptcoaJ8fTC8XSS","SouthAmerica"
"8001",3,"Samsung Galaxy S4 Note 3 to get Android 44 updates in January GS3 and Note 2 by April According to an httptcor71UiWlx00","Asia"
"8002",2,"Samsung Galaxy S4 Note 3 to get Android 44 updates in January GS3 and Note 2 by April httptcoIMDaJtmsnw","Europe"
"8003",1,"SamMobiles Galaxy S4 and Note 3 to get Android 44 in January S III and Note II before April 2014 SamMobile httptcoSJxQY4NgOT","Asia"
"8004",1,"Galaxy S4 and Note 3 to get Android 44 in January S III and Note II before April 2014 SamMobile httptcoAudkzgaF0h","Europe"
"8005",2,"Selling a samsung galaxy s4 on Vodafone Brand new DM me if your interested","Europe"
"8006",1,"Looking for the latest Pay Monthly phone Samsung Galaxy S4 from 29 PM Highly Recommended httptcoJzluS0sRuB","Europe"
"8007",2,"Samsung Galaxy S4 Note 3 to get Android 44 updates in January GS3 and Note 2 by April httptcobn67jfpmjn httptcohDWvIOefdU","SouthAmerica"
"8008",3,"A big thank you to mcurtis41 for making me second guess whether I want the iPhone or Galaxy s4","Europe"
"8009",6,"ProteusXL its amazing I hadnt had to repeat my self not once my tv works seamlessly an I can plug my galaxy s4 in to it using mhl to hdmi","SouthAmerica"
"8010",1,"Galaxy S4 and Note 3 to get Android 44 in January S III and Note II before April 2014 Ever since Google httptcoxKzCoVSxsS","Europe"
"8011",3,"Im tired of people asking me Omg is that Galaxy s4Nahh its Galaxy s250 ","SouthAmerica"
"8012",1,"JasmiineM7 google youtube samsung galaxy s4 and as ypu can see I have emojis too","Asia"
"8013",1,"VZWSupport my damn Galaxy S4 Goes idle and I dont get notifications So many problems with the phone SamsungSux","SouthAmerica"
"8014",0,"samsanger88The Galaxy S4 offers are all online httptcoExprD2ec80 Contact to discuss deals on other phones httptcobybtqRBlOl PW","Asia"
"8015",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptco5vWpop0xW0","Asia"
"8016",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcoe8CPvaYjjg","Asia"
"8017",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptco3PGL6q0foL","Europe"
"8018",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcouriXCnaL7f","SouthAmerica"
"8019",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcosUZiYUZjZe","SouthAmerica"
"8020",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcoF3po9Ygcmj","SouthAmerica"
"8021",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptco90eW8ahpKu","Europe"
"8022",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptco751cVCug53","SouthAmerica"
"8023",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcoGD5aT8Cvyi","Asia"
"8024",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcod1Mr0BpyD5","SouthAmerica"
"8025",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcobKF3sZ0pXr","SouthAmerica"
"8026",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcoqWOEgyLRmg","Asia"
"8027",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcojOL6246Ioj","Europe"
"8028",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcodS6pu1Eg2Q","Europe"
"8029",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcovHjMvMkzwy","SouthAmerica"
"8030",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcoYfD7V1gTrF","Asia"
"8031",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcobFRefQZ3YW","Asia"
"8032",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcoEKwxGngcRS","Asia"
"8033",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptco9yjjYasrnk","Asia"
"8034",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcoa7fECPiQhc","Europe"
"8035",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcoYNs9O5WlM6","SouthAmerica"
"8036",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcoIsHVD7D5uA","Asia"
"8037",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcoC5IDSlRj4O","Europe"
"8038",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptco7LYx5I8XeS","Asia"
"8039",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcoUYekLlAvoX","Europe"
"8040",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcoGQ1xvotPp2","Asia"
"8041",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptco9WQiwg0Hps","Asia"
"8042",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcoqg7T6oS5CE","Europe"
"8043",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcolCg6QnOVWh","SouthAmerica"
"8044",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcoktauBdKWKE","Europe"
"8045",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcoNdtNuZXATC","Europe"
"8046",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcoECoYxra2iO","Europe"
"8047",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcomlPM8ayvBN","Asia"
"8048",0,"Samsung Galaxy S5 specs and features imagined in concept video Video With the Samsung Galaxy S4 device alre httptcoFMHe82F0ta","Europe"
"8049",1,"Shopping around Latest O2 deals for you Galaxy S4 Mini Buy now httptcoJzluS0sRuB","Europe"
"8050",0,"Purple Butterfly Boundary nuevo caso para Samsung i9500 Galaxy S4 00738040CONTACTO EN EL PERFIL httptcobW1miU8Nds","Asia"
"8051",0,"Purple Butterfly Boundary nuevo caso para Samsung i9500 Galaxy S4 00738040CONTACTO EN EL PERFIL httptco2eofznHYmS","Asia"
"8052",0,"64GB Micro SD Memory Card CLASS 10 Adapter For GALAXY Note II S2 S4 Tablets S3 475 17 BidsEnd Date Fri httptco3HFYqhtnUB","SouthAmerica"
"8053",0,"64GB Micro SD Memory Card CLASS 10 Adapter For GALAXY Note II S2 S4 Tablets S3 475 17 BidsEnd Date Fri httptcoPafI88L1eb","Europe"
"8054",0,"Samsung Galaxy S4 MHL converter the euphoria of Gun Bros on the big screen httptcokkuuMn2jyS","Asia"
"8055",3,"AhSiangZai Ill make it easy for youGalaxy s4 miniXperia SPiPhone 4S","Europe"
"8056",0,"SGS4 MHL adapter the bliss of Fruit Ninja on the HDTV httptcomxk3AsUVcX","SouthAmerica"
"8057",2,"waiting for Galaxy S4","Asia"
"8058",1,"Galaxy S4 Waterproof case OtterBox httptco4zHHgghG7g via I need this shit am tired of my hello kitty cas httptco8SRoW8hXZx","Asia"
